account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_info,merchant_state,merchant_category_code,transaction_number
28064,04052021 17:02:34,3.7,4062021,390000000000,USA*FIVE STAR FOOD VEN,KNOXVILLE,New Jersey,5814,4
23800,03222021 06:13:24,111.65,3262021,396000000000,SHOPHQ,800-676-5523,Maryland,5964,4
23800,03222021 07:25:51,33.49,3262021,396000000000,SHOPHQ,800-676-5523,Maryland,5964,5
28226,03032021 11:34:37,42.22,3042021,396000000000,ABC*PLANET FITNESS,281-394-9670,Pennsylvania,7997,33
32104,03192021 13:16:56,6.99,3202021,396000000000,DISNEYPLUS,888-905-7888,Massachusetts,4899,6
32628,03232021 17:48:03,7.57,3242021,396000000000,DISNEYPLUS,888-905-7888,California,4899,43
32628,02192021 17:42:32,7.57,2202021,396000000000,DISNEYPLUS,888-905-7888,California,5815,26
31593,04062021 08:28:34,155,4072021,396000000000,PHR*NLUCPLLC,281-783-8162,Kansas,8011,20
31593,04032021 18:27:50,50,4052021,396000000000,PHR*NLUCPLLC,281-201-0657,Kansas,8011,14
31593,04062021 08:29:31,75,4072021,396000000000,PHR*NLUCPLLC,281-783-8162,Kansas,8011,21
17032,03262021 16:15:54,25,3292021,396000000000,KLARNA *PAYMENTS,844-552-7621,Minnesota,5999,1
28658,02052021 15:39:38,75,2062021,396000000000,SSP*DESMOINESFILMSOCIE,515-988-8447,New York,8398,5
19485,01312021 10:05:52,21.64,2032021,396000000000,STEAM PURCHASE,425-952-2985,California,5816,11
19485,01312021 10:04:46,21.64,2032021,396000000000,STEAM PURCHASE,425-952-2985,California,5816,10
19485,01252021 12:07:19,43.29,1282021,396000000000,STEAM PURCHASE,425-952-2985,California,5816,8
32764,04022021 17:44:20,10,4052021,396000000000,FANDUEL BETFAIR INC,877-689-0662,Louisiana,7801,2
16090,04082021 09:31:46,100,4092021,396000000000,FANDUEL BETFAIR INC,877-689-0662,California,7801,1
16090,04092021 06:29:14,400,4102021,396000000000,FANDUEL BETFAIR INC,877-689-0662,California,7801,2
39184,03292021 16:23:13,38.92,3302021,396000000000,ETSY.COM - THEMADAMEPH,844-659-3879,California,5965,1
39184,03302021 06:23:08,8.56,3312021,396000000000,ETSY.COM - NOTMAINSTRE,844-659-3879,California,5965,7
21410,04032021 21:33:19,6.75,4052021,396000000000,AFTERPAY,855-289-6014,New York,5999,2
13986,04022021 18:21:38,3956.95,4032021,396000000000,ETT*ESSEXRENT,801-877-5491,Oregon,6513,1
37632,02032021 12:56:56,4.32,2082021,396000000000,DSW.,866-379-7463,Maryland,5661,3
20759,01312021 13:18:04,21.55,2032021,396000000000,GRC*SMILEACTIVES,888-922-4638,New Mexico,5968,10
33653,03312021 10:40:37,299,4012021,396000000000,TMF*MOTLEY.FOOL.COM,855-695-3665,Rhode Island,5968,10
33653,03312021 10:38:35,99,4012021,396000000000,TMF*MOTLEY.FOOL.COM,855-695-3665,Rhode Island,5968,9
25643,01082021 18:05:50,17.88,1092021,421000000000,PF CHANGS #1600 OLO,1111111111,Illinois,5812,15
26607,02012021 17:27:25,10.39,2032021,421000000000,SKY MART SUBCORE B,DENVER,Michigan,5999,24
24029,03112021 14:58:52,28.04,3122021,424000000000,STONEBRIDGE TAILOR,MCKINNEY,California,5697,3
32628,01042021 10:30:51,1,1052021,425000000000,VENMO,855-812-4430,California,4829,2
28226,01042021 10:35:44,1.5,1052021,425000000000,VENMO,855-812-4430,Pennsylvania,4829,2
28042,03302021 17:00:01,100,4012021,425000000000,VENMO,855-812-4430,Ohio,4829,1
28226,01042021 13:21:06,2,1052021,425000000000,VENMO,855-812-4430,Pennsylvania,4829,4
32628,03032021 08:14:31,40,3042021,425000000000,VENMO,855-812-4430,California,4829,33
31957,03282021 23:12:38,500,3302021,425000000000,VENMO,855-812-4430,Hawaii,4829,1
33717,03122021 22:51:16,57.94,3152021,426000000000,TAKE 2 DELI,TOLEDO,California,5812,70
20759,03272021 09:45:54,7.37,3292021,433000000000,JERSEY MIKES,DALLAS,New Mexico,5814,70
20759,03202021 10:00:31,7.37,3222021,433000000000,JERSEY MIKES,DALLAS,New Mexico,5814,55
20759,01302021 10:56:27,7.75,2012021,433000000000,JERSEY MIKES,DALLAS,New Mexico,5814,4
20759,03062021 10:51:28,8.91,3082021,433000000000,JERSEY MIKES,DALLAS,New Mexico,5814,36
37466,03072021 16:08:20,66.01,3112021,433000000000,J CREW,800-562-0258,Ohio,5691,115
26607,02282021 16:05:14,16.5,3012021,434000000000,KALEIDOSCOPE,BOLINAS,Michigan,5947,41
33717,03142021 15:44:29,15,3162021,435000000000,SMG GCCC PARKING,COLUMBUS,California,7523,77
33717,03142021 09:10:42,15,3162021,435000000000,SMG GCCC PARKING,COLUMBUS,California,7523,75
32104,03182021 11:12:45,24,3192021,435000000000,WASHMAN - 200,PORTLAND,Massachusetts,7542,4
25643,01082021 17:56:46,38.35,1092021,445000000000,RUGGLES BL* RUGGLES BL,888-707-2469,Illinois,5812,14
32922,02152021 11:10:48,95,2162021,445000000000,EFFICIENTMOVEMENT,602-743-8390,New Jersey,7997,9
15971,03202021 19:50:21,32.25,3222021,445000000000,POSTMATES CFC9F SILVER,877-887-7815,Pennsylvania,5812,3
36836,04022021 13:30:23,9.64,4032021,445000000000,KEYMELOCKSMITHS.COM,888-380-0394,New York,5399,2
22965,04092021 14:10:31,95.43,4102021,445000000000,CATHOLIC HEALTH SER,631-465-4200,New York,8062,10
15971,03192021 20:58:49,30.5,3202021,445000000000,LEVELUPSWEETGREEN0934,855-466-5585,Pennsylvania,5812,2
37466,12252020 16:23:44,224.2,12262020,445000000000,POSHMARK,650-488-7740,Ohio,5931,168
21152,03272021 20:05:21,45,3292021,445000000000,APPFOLIO    *CLEAN AS,866-648-1536,New Jersey,6513,1
27014,03082021 12:43:01,19.25,3092021,445000000000,SP * MPRESS RECORDS,877-878-7243,New York,5734,4
32489,04032021 15:07:00,2.99,4052021,445000000000,SP * HABITAT DENVER RE,DENVER,Texas,5712,3
15971,03262021 14:26:53,25.35,3272021,445000000000,SP * DEDCOOL,323-766-0060,Pennsylvania,5977,8
32628,03232021 08:18:12,48.73,3242021,445000000000,SP * NEXT MILE MEALS,541-797-7997,California,5499,42
19485,01122021 13:30:05,63,1132021,445000000000,SP * VERDEGREENS,281-942-8880,California,5734,1
34729,03292021 13:49:59,1,3302021,445000000000,CASH APP*,415-374-7356,Massachusetts,4829,1
23777,04052021 20:55:37,100,4062021,445000000000,CASH APP*,415-374-7356,California,4829,1
21566,03212021 13:44:10,100,3222021,445000000000,CASH APP*,415-374-7356,Alaska,4829,1
32218,03172021 12:34:00,100,3182021,445000000000,CASH APP*,415-374-7356,Pennsylvania,4829,1
32946,03212021 10:43:23,100,3222021,445000000000,CASH APP*,415-374-7356,Tennessee,4829,1
36403,03262021 17:10:26,100,3272021,445000000000,CASH APP*,415-374-7356,Ohio,4829,1
36403,03312021 03:37:31,100,4012021,445000000000,CASH APP*,415-374-7356,Ohio,4829,2
34729,03302021 09:43:45,20,3312021,445000000000,CASH APP*,415-374-7356,Massachusetts,4829,2
34882,04052021 08:14:30,25,4062021,445000000000,CASH APP*,415-374-7356,California,4829,4
30340,04022021 15:48:00,25,4032021,445000000000,CASH APP*,415-374-7356,Hawaii,4829,5
26669,03302021 11:30:35,27,3312021,445000000000,CASH APP*,415-374-7356,Ohio,4829,2
28064,04082021 14:32:19,40,4092021,445000000000,CASH APP*,415-374-7356,New Jersey,4829,19
30340,03302021 14:19:04,40,3312021,445000000000,CASH APP*,415-374-7356,Hawaii,4829,1
34729,03302021 09:48:19,40,3312021,445000000000,CASH APP*,415-374-7356,Massachusetts,4829,3
25643,02032021 22:57:42,50,2052021,445000000000,CASH APP*,415-374-7356,Illinois,4829,38
26669,04082021 13:32:48,6.54,4092021,445000000000,CASH APP*,415-374-7356,Ohio,4829,15
15971,04082021 09:33:57,8.51,4092021,445000000000,CASH APP*,415-374-7356,Pennsylvania,4829,13
21410,04042021 20:01:04,80,4052021,445000000000,CASH APP*,415-374-7356,New York,4829,3
15971,04042021 11:00:21,80.5,4052021,445000000000,CASH APP*,415-374-7356,Pennsylvania,4829,11
32218,03192021 08:35:47,98.5,3202021,445000000000,CASH APP*,415-374-7356,Pennsylvania,4829,3
33168,04052021 19:23:09,99.5,4062021,445000000000,CASH APP*,415-374-7356,Massachusetts,4829,1
27014,02052021 10:40:00,35,2062021,445000000000,INDIEGOGO* CM10YEARS,866-641-4646,New York,5734,2
33653,04032021 12:39:07,59.69,4072021,445000000000,IMPERFECT FOODS,510-595-6683,Rhode Island,5499,13
38829,01212021 17:40:51,25.91,1232021,445000000000,GRUBHUBRUSSOS,877-585-1085,Ohio,5812,24
15971,03262021 17:55:07,65.58,3272021,445000000000,STOCKXX13561755238340,313-343-1228,Pennsylvania,5691,9
32628,02132021 11:55:55,39.95,2152021,446000000000,WWW.COURSEHERO.COM,888-634-9397,California,5968,23
28658,02032021 13:09:53,84.59,2042021,446000000000,BOMBAS LLC,800-314-0980,New York,5999,3
33717,03082021 10:59:03,113.13,3092021,446000000000,PARTZILLA.COM,877-473-4595,California,5533,60
19505,04092021 18:08:41,65.23,4102021,446000000000,OKLAHOMANATURALGAS,800-664-5463,Illinois,4900,5
25087,04062021 09:23:04,45,4072021,446000000000,SP * THE PEACH TRUCK,615-913-4225,Pennsylvania,5734,1
25770,04022021 07:53:54,66.95,4032021,446000000000,SP * BYLT BASICS,855-980-1917,New Jersey,5691,65
25770,03182021 21:05:39,79.36,3202021,446000000000,SP * BYLT BASICS,855-980-1917,New Jersey,5691,2
19485,03152021 11:38:23,140.67,3162021,446000000000,SP * EMBER,805-870-5658,California,5732,20
15971,03252021 11:55:52,109.5,3262021,446000000000,SP * KKW FRAGRANCE,800-800-8888,Pennsylvania,5977,4
20565,03202021 04:43:16,20,3222021,446000000000,IBOTTA* STARBUCKS GC,303-593-1633,Wisconsin,6540,4
20565,03192021 18:13:56,9.39,3202021,446000000000,IBOTTA* STARBUCKS GC,303-593-1633,Wisconsin,6540,3
31481,03302021 09:55:27,15,3312021,446000000000,TRANSFER TO STEP,425-555-0001,Ohio,6540,3
26603,02132021 19:36:50,127.8,2152021,446000000000,DOORDASH,650-681-9470,New York,5812,6
27143,04062021 18:40:42,20,4072021,446000000000,N26-US INC,888-626-0626,Idaho,6540,1
23800,03222021 05:23:57,52.74,3232021,446000000000,WWW.PAYWITHFOUR.COM,844-256-9744,Maryland,5999,3
37466,01242021 15:07:38,51.48,1252021,446000000000,RPS*DREWERY PLACE R,800-704-0154,Ohio,6513,38
14829,02032021 12:59:53,181.44,2052021,451000000000,ZARA USA 303,NEW YORK,Texas,5621,1
25770,03252021 11:17:03,23.31,3272021,456000000000,Burger King,PHOENIX,New Jersey,5814,24
25770,03222021 11:40:58,24.84,3242021,456000000000,Burger King,PHOENIX,New Jersey,5814,13
16841,04072021 15:59:27,3.67,4092021,456000000000,Burger King,LAS VEGAS,New York,5814,5
22782,03312021 13:19:54,9.32,4022021,456000000000,Burger King,LAKELAND,Massachusetts,5814,4
26669,04072021 17:33:32,3.89,4092021,456000000000,Burger King,DALLAS,Ohio,5814,14
28226,03032021 18:54:25,10.26,3052021,456000000000,Burger King,KATY,Pennsylvania,5814,36
28226,01072021 19:02:19,21.1,1092021,456000000000,Burger King,KATY,Pennsylvania,5814,9
22969,04092021 08:45:01,8.17,4092021,456000000000,Burger King,PHILADELPHIA,North Carolina,5814,5
18054,01152021 08:11:48,8.25,1162021,469000000000,KOLACHE FACTORY-MEMQPS,HOUSTON,South Dakota,5814,5
37466,04052021 11:30:08,8.45,4062021,481000000000,USPS.COM*,HOUSTON,Ohio,9402,158
33653,03312021 18:11:28,27.83,4012021,483000000000,MARIACHI MEXICAN GRILL,MARTINEZ,Rhode Island,5812,11
31815,04052021 09:40:41,14.55,4062021,483000000000,ONO POKE,BIRMINGHAM,North Carolina,5814,6
33653,03202021 10:35:07,23.65,3222021,483000000000,RACHELINA INC,RICHMOND,Rhode Island,5814,1
20669,02052021 15:08:16,24.19,2062021,483000000000,MOLINA'S DEER PARK GRO,DEER PARK,Louisiana,5441,3
18393,02042021 12:05:42,11.55,2062021,488000000000,THE HALAL GUYS,HOUSTON,Alaska,5812,10
20253,04092021 19:05:27,14.79,4102021,496000000000,ANDY'S FROZEN CUSTARD,SPRINGFIELD,Minnesota,5814,2
14328,04022021 20:32:56,41.6,4052021,496000000000,SANTA CRUZ DINER,SANTA CRUZ,Wisconsin,5812,2
37226,01292021 09:39:19,13.62,2012021,496000000000,SNOOZE AN A.M. EATERY,SCOTTSDALE,New York,5812,32
37226,02172021 09:22:40,7.79,2192021,496000000000,SNOOZE AN A.M. EATERY,SCOTTSDALE,New York,5812,49
19517,04022021 20:59:12,6.12,4052021,496000000000,ANDYS FROZEN CUSTARD-L,KANSAS CITY,Maryland,5814,4
37226,03292021 07:45:10,9,3302021,496000000000,COBBLESTONE AUTO SPA -,SCOTTSDALE,New York,7542,75
37226,03142021 17:23:39,9,3152021,496000000000,COBBLESTONE AUTO SPA -,SCOTTSDALE,New York,7542,67
25770,03302021 09:02:36,21,3312021,496000000000,THE GOODS,CARLSBAD,New Jersey,5812,48
33717,02272021 15:16:34,28.47,3012021,497000000000,HOPS AND VINE,NAPLES,California,5813,34
19485,02102021 18:39:04,12,2112021,498000000000,LAZ PARKING 610357,HOUSTON,California,7523,16
28382,04032021 11:34:22,37.18,4052021,498000000000,LEAF N LEGEND LLC,STOUGHTON,Arizona,5499,9
25643,02282021 16:02:08,10.83,3012021,498000000000,MINUTEKEY,BOULDER,Illinois,5251,49
25643,02282021 16:14:26,10.83,3012021,498000000000,MINUTEKEY,BOULDER,Illinois,5251,51
25643,02282021 16:08:25,12.99,3012021,498000000000,MINUTEKEY,BOULDER,Illinois,5251,50
31452,03042021 15:39:10,10.55,3052021,520000000000,SNODOGS HAWAIIAN SHAVE,PEARLAND,Tennessee,5814,29
37466,03122021 11:05:52,25.01,3132021,520000000000,ISTANBUL GRILL AND DEL,HOUSTON,Ohio,5812,126
37466,03202021 18:30:13,27.46,3222021,520000000000,ISTANBUL GRILL AND DEL,HOUSTON,Ohio,5812,143
31094,03252021 11:21:19,28.26,3262021,520000000000,ISTANBUL GRILL AND DEL,HOUSTON,New Jersey,5812,117
29402,04092021 03:45:47,5,4102021,526000000000,COINBASE,888-908-7930,Pennsylvania,6051,2
37226,01252021 16:52:58,5.46,1272021,720000000000,CIRCLE K,PHOENIX,New York,5541,31
37226,01182021 16:10:44,3.84,1202021,720000000000,CIRCLE K,PHOENIX,New York,5541,17
17178,04072021 20:32:05,3.12,4092021,720000000000,CIRCLE K,DENVER,California,5541,4
33945,01192021 08:16:10,70.67,1202021,720000000000,SHOPRITE,PARAMUS,Ohio,5411,3
28382,03312021 19:20:07,47.05,4012021,720000000000,CUMBERLAND FARMS 2312,BRIDGEWATER,Arizona,5542,1
19444,04052021 11:22:58,107.28,4102021,736000000000,DOCKERS.COM,800-923-6245,New York,5611,4
26995,04062021 12:28:51,23.9,4072021,737000000000,ALTAR'D STATE #228,METAIRIE,New York,5399,12
33717,04092021 16:58:57,74.86,4102021,737000000000,#63 DEL MAR,COLUMBUS,California,5812,115
33717,03142021 14:17:48,82.75,3152021,737000000000,#63 DEL MAR,COLUMBUS,California,5812,76
33945,01162021 19:00:25,9.8,1192021,737000000000,CONSTELLATION@NEW YORK,BRONX,Ohio,5812,2
32922,02242021 20:50:10,130.69,2262021,737000000000,STEAK 44,PHOENIX,New Jersey,5812,15
33452,04042021 16:45:48,25.78,4052021,737000000000,HB GRILL INC,SAN DIEGO,New Jersey,5814,4
31094,01092021 17:06:06,21.81,1112021,737000000000,RUSTIKA CAFE & BAKERY,LEAGUE CITY,New Jersey,5814,11
26607,01252021 14:08:29,19.66,1272021,738000000000,FLOWER CHILD NEWPORT B,NEWPORT BEACH,Michigan,5812,18
20759,01302021 16:41:28,48.57,2012021,739000000000,POGOS WINE AND SPIRITS,DALLAS,New Mexico,5921,6
16392,04092021 05:03:59,20,4112021,800000000000,BUC-EE'S #44 1550 CENT,MELISSA,Illinois,5542,1
31815,04022021 05:48:35,6.01,4032021,825000000000,REVELATOR 3RD AVE,BIRMINGHAM,North Carolina,5814,4
31815,04082021 05:47:42,6.01,4092021,825000000000,REVELATOR 3RD AVE,BIRMINGHAM,North Carolina,5814,11
31815,04072021 05:53:51,6.01,4082021,825000000000,REVELATOR 3RD AVE,BIRMINGHAM,North Carolina,5814,9
31815,04052021 05:41:31,6.01,4062021,825000000000,REVELATOR 3RD AVE,BIRMINGHAM,North Carolina,5814,5
33717,04062021 17:00:14,6.82,4082021,844000000000,MEZZOGIORNO,PHILADELPHIA,California,5812,110
18054,03052021 09:22:52,100,3052021,844000000000,TXTAG 888 468 9824,888-468-9824,South Dakota,9399,27
18054,03272021 16:25:15,20,3292021,844000000000,TXTAG 888 468 9824,888-468-9824,South Dakota,9399,41
18054,03042021 06:07:04,20,3052021,844000000000,TXTAG 888 468 9824,888-468-9824,South Dakota,9399,25
18054,04012021 18:00:15,20,4032021,844000000000,TXTAG 888 468 9824,888-468-9824,South Dakota,9399,44
18054,03052021 09:22:52,38.85,3052021,844000000000,TXTAG 888 468 9824,888-468-9824,South Dakota,9399,28
33717,03182021 16:54:20,17.62,3192021,844000000000,COPPA GELATO,WESTERVILLE,California,5814,85
30881,02052021 17:31:36,26.73,2082021,849000000000,PENNE SNIDER,DALLAS,New Jersey,5812,9
16456,03122021 11:39:29,82.66,3152021,849000000000,BISTRO 31,DALLAS,Maryland,5812,2
33945,02112021 12:22:33,13.66,2132021,849000000000,GRAND & ESSEX MARKET,BERGENFIELD,Ohio,5411,8
33945,04012021 11:33:01,3.99,4032021,849000000000,GRAND & ESSEX MARKET,BERGENFIELD,Ohio,5411,17
33945,01212021 14:33:55,4.99,1232021,849000000000,GRAND & ESSEX MARKET,BERGENFIELD,Ohio,5411,4
30483,03182021 21:11:54,15,3202021,849000000000,STEAMWORKS SEATTLE,SEATTLE,South Carolina,7298,3
32764,04032021 08:13:02,690,4052021,849000000000,FANDUEL/BETFAIR,877-689-0662,Louisiana,7801,3
20759,03162021 19:03:55,111.74,3182021,849000000000,PRINCI ITALIA DALLAS,DALLAS,New Mexico,5812,49
20759,03272021 19:36:28,74.79,3292021,849000000000,PRINCI ITALIA DALLAS,DALLAS,New Mexico,5812,74
20759,01312021 07:50:51,14.32,2022021,849000000000,NEUHAUS CAFE,DALLAS,New Mexico,5812,8
20759,03282021 10:18:14,17.41,3302021,849000000000,NEUHAUS CAFE,DALLAS,New Mexico,5812,75
31094,02222021 21:49:19,1.35,2242021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,78
31094,02082021 12:57:18,10.47,2102021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,63
31094,03302021 13:21:09,10.69,4012021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,124
31094,03032021 12:20:50,12.85,3052021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,90
31094,01262021 11:51:21,12.85,1302021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,41
31094,02022021 08:52:19,13.88,2042021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,50
31094,03082021 17:30:11,15.02,3102021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,99
31094,03302021 07:24:41,16.05,4012021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,123
31094,03102021 09:51:16,16.05,3122021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,100
31094,01152021 08:57:46,16.05,1182021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,25
31094,01112021 07:51:08,16.05,1132021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,13
31094,03182021 10:40:50,16.05,3202021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,108
31094,02232021 11:12:28,16.05,2252021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,79
37466,03102021 09:51:59,16.51,3122021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,122
31094,02032021 09:03:08,17.05,2052021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,52
37466,01282021 10:25:07,17.05,1302021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,44
37466,01192021 11:34:49,17.05,1212021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,27
37466,03182021 10:41:27,18.05,3202021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,137
37466,02232021 11:14:05,18.08,2252021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,91
31094,03242021 10:35:28,19.18,3262021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,114
31094,01192021 11:24:37,19.21,1212021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,32
31094,01232021 17:56:20,20.32,1252021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,37
31094,01282021 07:55:15,21.43,1302021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,45
31094,02222021 21:48:32,22.51,2242021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,77
37466,03032021 12:20:52,23.32,3052021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,105
37466,03022021 17:29:46,23.43,3052021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,104
37466,02092021 18:10:56,24.51,2112021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,62
37466,02222021 21:48:33,24.51,2242021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,89
37466,03082021 17:28:19,27.76,3102021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,119
31094,01212021 13:11:29,28.9,1232021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,35
31094,04052021 11:45:43,32.09,4072021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,126
31094,03082021 17:29:35,32.37,3102021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,98
31094,02252021 10:02:08,33.12,2272021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,82
37466,01062021 08:53:33,37.15,1082021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,8
31094,02022021 18:11:32,39.64,2042021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,51
31094,02122021 11:38:01,4.19,2152021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,71
31094,01272021 11:57:27,4.19,1302021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,44
31094,01142021 14:05:13,4.19,1162021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,24
37466,02122021 11:38:31,4.19,2152021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,73
37466,03312021 10:53:46,40.42,4022021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,150
31094,02092021 18:08:16,47.39,2112021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,66
31094,01252021 17:22:46,47.68,1272021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,40
37466,02032021 09:03:54,6.25,2052021,850000000000,EMPIRE CAFE,HOUSTON,Ohio,5812,51
31094,02192021 14:16:10,8.25,2222021,850000000000,EMPIRE CAFE,HOUSTON,New Jersey,5812,74
39184,03302021 03:24:39,2.18,3312021,900000000000,R R SUPERETTE CI,DOUGLASVILLE,California,5541,6
39184,03302021 08:42:41,3.62,3312021,900000000000,R R SUPERETTE CITGO,DOUGLASVILLE,California,5541,8
39184,03302021 03:22:06,5.03,3312021,900000000000,R R SUPERETTE CI,DOUGLASVILLE,California,5541,5
31094,04032021 17:46:14,20.33,4052021,900000000000,HP #7336 CITGO,PEARLAND,New Jersey,5542,125
25770,03302021 15:40:03,6.02,4012021,907000000000,Carl’s JR,CARLSBAD,New Jersey,5814,51
33452,04062021 17:52:54,7.6,4082021,930000000000,Carl’s JR,CHULA VISTA,New Jersey,5814,10
33452,04082021 18:39:27,7.6,4102021,930000000000,Carl’s JR,CHULA VISTA,New Jersey,5814,13
33717,03292021 07:01:44,12.76,3302021,958000000000,MIA AUBONPAIN TRM D43,MIAMI,California,5812,105
33717,03292021 06:51:32,19.36,3302021,958000000000,MIA AUBONPAIN TRM D43,MIAMI,California,5812,104
24124,04092021 10:05:27,42.5,4102021,958000000000,CARMELITE GIFT SHOP,PEABODY,Wyoming,5947,6
28226,01162021 17:21:06,46.04,1182021,982000000000,GOTHAM PIZZA,HOUSTON,Pennsylvania,5812,12
20759,03252021 18:15:48,5.47,3262021,984000000000,SPRINKLES #303,DALLAS,New Mexico,5812,68
31094,12232020 10:05:56,113.52,12242020,984000000000,NIKO NIKO'S MONTROSE,713-528-0966,New Jersey,5812,135
15041,04022021 13:32:50,14,4052021,984000000000,J&BMP CORP,NORTH BERGEN,Alaska,5399,7
53222,03132021 11:03:45,16.21,3152021,984000000000,ALFREDS BURGER HOUSE,ASHLAND,Ohio,5814,15
44891,03132021 11:03:45,16.21,3152021,984000000000,ALFREDS BURGER HOUSE,BRIDGEPORT,New Jersey,5814,15
43991,03132021 11:03:45,16.21,3152021,984000000000,ALFREDS BURGER HOUSE,BRIGHTON,Michigan,5814,12
